Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug
a685,15,48.951474422,0,Infubinol
a262,15,53.82797367479999,2,Placebo
b128,15,43.784893429600004,0,Capomulin
r811,15,40.0222923465,0,Ramicane
z581,15,51.196304201400004,2,Infubinol
c819,15,48.3709991154,1,Ketapril
r850,15,50.218604692,1,Placebo
b559,15,51.3788622899,0,Naftisol
c264,15,53.6649416525,1,Zoniferol
o302,15,51.381488855,0,Placebo
g288,15,42.1723007862,1,Capomulin
h246,15,56.1843270149,1,Ketapril
a251,15,50.5344560313,1,Infubinol
c757,15,51.5326030045,0,Placebo
j989,15,41.1283543948,1,Ramicane
i334,15,39.1580011524,0,Ramicane
f993,15,49.1069747343,1,Naftisol
y449,15,44.1834509224,0,Ramicane
i738,15,37.978777818000005,0,Capomulin
i386,15,51.7365608832,2,Infubinol
u327,15,50.6599643742,0,Ketapril
q787,15,49.2177324345,2,Placebo
n923,15,51.7387062263,1,Ketapril
c758,15,46.94094512149999,1,Ramicane
c302,15,52.71663458890001,2,Zoniferol
q132,15,49.159748620500004,3,Infubinol
n671,15,54.216064105200005,0,Infubinol
a897,15,52.3430852455,2,Placebo
k403,15,34.2239917444,1,Ramicane
b313,15,49.188387346899994,1,Zoniferol
p189,15,53.6755415046,2,Ketapril
m957,15,39.8044534147,1,Capomulin
w151,15,47.2429286461,1,Ceftamin
v603,15,52.1029474359,0,Ketapril
j296,15,50.7012795885,2,Ceftamin
o331,15,54.789767686800005,1,Ketapril
a644,15,46.9108916644,0,Ramicane
o809,15,49.68344504,1,Infubinol
n763,15,47.7980996091,1,Placebo
w422,15,52.2463098495,0,Ketapril
o795,15,55.8863379287,2,Placebo
a203,15,52.77787049770001,1,Infubinol
a520,15,35.5902540041,0,Ramicane
y163,15,51.523068431700004,1,Infubinol
r944,15,47.37342325109999,0,Capomulin
m550,15,51.166065441499995,3,Ketapril
f345,15,48.352238540500004,0,Infubinol
s152,15,57.22498063689999,2,Placebo
t994,15,53.4586388685,1,Placebo
c895,15,52.949464741499995,1,Infubinol
y793,15,42.283665123,1,Capomulin
u196,15,47.2271706546,1,Ramicane
c832,15,52.8645344875,1,Ketapril
s508,15,35.276906340500005,0,Ramicane
m546,15,39.8974353259,0,Ramicane
a577,15,50.915006624499995,2,Infubinol
m650,15,53.149559331099994,1,Ketapril
v719,15,52.609107575799996,1,Infubinol
c766,15,50.5966332487,2,Placebo
c282,15,49.2660787336,0,Placebo
j235,15,51.1611381503,1,Placebo
e227,15,52.8339419644,1,Placebo
c139,15,51.8332246013,0,Infubinol
n364,15,36.940273989699996,0,Ramicane
v289,15,52.6021656439,0,Ketapril
r921,15,43.5272605378,0,Ramicane
y478,15,53.610405845,1,Placebo
c580,15,51.991708001800006,1,Ketapril
t565,15,44.440948608599996,0,Capomulin
g497,15,53.646168043500005,1,Ketapril
t718,15,48.0851255155,1,Placebo
g107,15,58.1355448458,0,Ketapril
s121,15,50.824560307700004,2,Infubinol
z578,15,38.6885160717,0,Ramicane
j246,15,43.3126541493,0,Capomulin
k804,15,50.477618236800005,0,Infubinol
w167,15,53.9004890913,0,Placebo
d474,15,47.7779358439,0,Ketapril
y260,15,50.1961522424,2,Ketapril
v766,15,51.5424305838,1,Infubinol
w584,15,51.26543971,0,Infubinol
x773,15,47.671235576099996,3,Placebo
i669,15,48.857600704,1,Placebo
i177,15,40.3309347927,0,Ramicane
r157,15,46.539206172,0,Capomulin
k382,15,54.42916821359999,1,Ketapril
k483,15,53.2444581257,1,Infubinol
q582,15,48.322640182200004,2,Placebo
e476,15,54.0462126734,0,Infubinol
g791,15,40.6781285242,0,Ramicane
g316,15,45.21674299439999,0,Capomulin
r554,15,35.463757627199996,2,Capomulin
o973,15,49.871935818500006,0,Ketapril
e662,15,43.5537733856,0,Ramicane
w193,15,49.385573728999994,0,Infubinol
s141,15,49.2323453829,1,Propriva
n967,15,49.8250036162,1,Zoniferol
p438,15,52.1983681772,0,Ceftamin
g989,15,51.3258520692,1,Stelasyn
g989,15,51.3258520692,1,Propriva
b487,15,51.6832558567,0,Ceftamin
g570,15,52.68269539520001,1,Propriva
j119,15,47.322984279799996,0,Capomulin
j755,15,51.4539739071,0,Naftisol
v764,15,49.4126241794,2,Stelasyn
a818,15,51.227565649700004,0,Naftisol
o287,15,48.6794526075,1,Ceftamin
w540,15,48.2501463553,2,Stelasyn
w350,15,50.8546323041,1,Propriva
q483,15,48.4684825962,1,Ceftamin
j365,15,49.588263358199995,0,Zoniferol
j984,15,51.166756873100006,1,Stelasyn
v295,15,50.6660539088,2,Naftisol
s187,15,52.08163224689999,1,Propriva
a401,15,49.934725416599996,1,Zoniferol
x581,15,49.746427444300004,2,Ceftamin
a492,15,51.9852629008,0,Stelasyn
e291,15,49.3484262002,1,Naftisol
a275,15,49.7344035867,0,Ceftamin
f129,15,49.988302463500006,1,Zoniferol
s565,15,54.328316635,1,Stelasyn
x402,15,49.1199478021,1,Stelasyn
l725,15,54.24456268310001,2,Naftisol
b742,15,39.5248430117,0,Capomulin
t724,15,55.584617236499994,0,Naftisol
k210,15,51.073557516,0,Ceftamin
p136,15,51.9914161632,1,Zoniferol
m269,15,55.9053435986,0,Stelasyn
q511,15,52.1330813859,0,Zoniferol
u946,15,47.6730292145,1,Propriva
x401,15,39.7762500318,0,Capomulin
g558,15,51.007258002,0,Propriva
t451,15,49.652787722700005,0,Stelasyn
z795,15,49.3681318879,1,Naftisol
o562,15,51.505085505299995,1,Propriva
s337,15,48.5715158185,0,Zoniferol
v991,15,54.5885909999,1,Propriva
a788,15,52.539949263800004,1,Zoniferol
a963,15,47.8368521776,0,Stelasyn
x264,15,50.0023140274,1,Naftisol
e584,15,48.4304105275,1,Naftisol
c927,15,53.266430869,1,Propriva
p981,15,49.6577097279,0,Stelasyn
o926,15,48.254248392799994,1,Zoniferol
i557,15,43.5298757037,0,Capomulin
c559,15,51.414903580200004,1,Zoniferol
u364,15,47.212199924,2,Capomulin
r701,15,52.4848044296,0,Naftisol
l897,15,44.0615213987,0,Capomulin
k510,15,49.6870516988,1,Stelasyn
e213,15,51.791695296099995,2,Naftisol
h333,15,50.692603580299995,2,Stelasyn
c402,15,52.2307194355,1,Stelasyn
g989,15,53.442019761000005,0,Stelasyn
g989,15,53.442019761000005,0,Propriva
m601,15,35.464611749,1,Capomulin
m133,15,48.6652074029,1,Naftisol
m331,15,52.1100875766,1,Zoniferol
w914,15,43.688448926599996,0,Capomulin
s710,15,41.845235362800004,0,Capomulin
a699,15,49.530401373400004,0,Propriva
g296,15,49.6532440363,1,Zoniferol
a411,15,41.4841688531,1,Ramicane
b879,15,51.6183865728,1,Stelasyn
p387,15,55.2513803256,0,Stelasyn
r604,15,51.0745207273,1,Naftisol
l509,15,47.4885993127,1,Capomulin
f436,15,48.722077849399994,2,Ceftamin
u149,15,48.5223734258,0,Ceftamin
b759,15,51.587799059700004,0,Ceftamin
g867,15,51.0604192395,1,Stelasyn
k603,15,48.7752854973,0,Propriva
i635,15,49.536897745699996,1,Propriva
k862,15,54.4745336208,1,Stelasyn
k754,15,51.3235699401,0,Zoniferol
j913,15,45.2525342738,0,Ramicane
v835,15,50.5452064621,1,Naftisol
l490,15,50.5248126764,1,Ceftamin
k894,15,49.9877656973,1,Zoniferol
l733,15,49.285195035600005,0,Ceftamin
f966,15,32.6230025264,0,Capomulin
f545,15,53.9455442904,1,Zoniferol
o725,15,50.0150790177,1,Naftisol
p310,15,49.7707414379,1,Propriva
r107,15,53.090335455600005,0,Propriva
q633,15,50.5835572966,1,Zoniferol
x930,15,51.9737686396,0,Naftisol
f234,15,48.7351971444,1,Stelasyn
l700,15,49.040225293999995,1,Naftisol
a444,15,43.001279573000005,0,Ramicane
a366,15,55.265581626899994,0,Stelasyn
x822,15,49.694665333900005,1,Ceftamin
x613,15,48.077646404700005,0,Zoniferol
l471,15,49.406879008599994,0,Ceftamin
z969,15,54.713004523900004,2,Naftisol
c458,15,45.107423133000005,2,Ramicane
q610,15,45.8890275598,0,Ramicane
w697,15,52.657265186800004,2,Stelasyn
v923,15,40.4579887681,0,Capomulin
w575,15,50.8674517572,1,Zoniferol
t198,15,49.7811807982,2,Propriva
n304,15,48.477978952,0,Naftisol
i901,15,51.4196423913,0,Stelasyn
u364,20,40.3439481218,2,Capomulin
o926,20,51.826638253,2,Zoniferol
q132,20,51.909024942799995,4,Infubinol
a577,20,52.3651845662,2,Infubinol
i386,20,55.0877244473,2,Infubinol
t198,20,51.4907399809,3,Propriva
g558,20,55.0900969102,1,Propriva
c766,20,53.0068646304,3,Placebo
u946,20,49.1100496594,1,Propriva
p310,20,54.2051805405,1,Propriva
s152,20,62.351609445600005,2,Placebo
z581,20,51.807944156000005,2,Infubinol
f966,20,30.4859848438,0,Capomulin
o809,20,50.3365528785,1,Infubinol
s187,20,53.744734056300004,1,Propriva
b128,20,42.7315519999,0,Capomulin
i669,20,50.873690269700006,1,Placebo
b742,20,37.950355464,0,Capomulin
k804,20,54.484519445100005,0,Infubinol
a699,20,50.7124233362,0,Propriva
i635,20,51.8770618925,1,Propriva
r107,20,55.2638583958,0,Propriva
r554,20,36.0155885796,2,Capomulin
w350,20,52.1323206066,1,Propriva
k603,20,50.180109351000006,0,Propriva
a251,20,54.4625937637,1,Infubinol
k483,20,54.7789605219,1,Infubinol
a262,20,57.01331331,2,Placebo
n763,20,49.2581258142,1,Placebo
q787,20,50.229934186099996,2,Placebo
y163,20,54.57107607060001,1,Infubinol
g570,20,54.643295405500005,1,Propriva
g989,20,55.3261220232,1,Stelasyn
g989,20,55.3261220232,1,Propriva
s141,20,51.621645702799995,1,Propriva
q511,20,52.6727120546,0,Zoniferol
s121,20,52.005065899899996,2,Infubinol
t718,20,52.6367000006,2,Placebo
k210,20,51.9976185453,0,Ceftamin
u149,20,50.3780578929,0,Ceftamin
n671,20,54.822520906099996,0,Infubinol
o302,20,56.1776114258,0,Placebo
q633,20,53.287286808000005,1,Zoniferol
x822,20,51.9149096805,2,Ceftamin
a685,20,49.490559016999995,0,Infubinol
m957,20,38.9093491935,1,Capomulin
w575,20,55.591815495,1,Zoniferol
l733,20,53.244311567,1,Ceftamin
c757,20,52.8186340079,1,Placebo
w151,20,49.5542629542,2,Ceftamin
g296,20,51.4471183001,2,Zoniferol
s185,20,36.8668757626,0,Capomulin
a897,20,54.5957054124,3,Placebo
c264,20,54.568195702299995,1,Zoniferol
f545,20,58.841188880299995,1,Zoniferol
y769,20,55.0257243359,2,Ceftamin
l471,20,52.2283269846,0,Ceftamin
l661,20,52.617490027200006,1,Ceftamin
b313,20,53.979679695200005,1,Zoniferol
a401,20,52.20451135729999,2,Zoniferol
b759,20,54.44303502060001,0,Ceftamin
k754,20,52.6934227606,1,Zoniferol
c302,20,54.0809083649,3,Zoniferol
j296,20,54.005342088999996,3,Ceftamin
l490,20,51.9054469916,1,Ceftamin
l509,20,48.0704516203,2,Capomulin
w914,20,41.108092328000005,0,Capomulin
k894,20,50.981639363199996,1,Zoniferol
e227,20,56.607552103100005,1,Placebo
a275,20,50.513436516999995,1,Ceftamin
x581,20,51.2079694323,3,Ceftamin
o562,20,53.6168634714,1,Propriva
c139,20,56.7420068107,0,Infubinol
c282,20,51.9505742324,0,Placebo
v719,20,54.0486076896,1,Infubinol
v991,20,57.740694589600004,2,Propriva
s337,20,49.2020540787,1,Zoniferol
c927,20,55.481689223900005,1,Propriva
t994,20,56.527951594799994,1,Placebo
a788,20,54.0609833167,1,Zoniferol
c895,20,53.676839604499996,2,Infubinol
l897,20,44.813093430600006,0,Capomulin
f345,20,49.6133830266,0,Infubinol
c559,20,52.6043669453,2,Zoniferol
r944,20,43.225671192600004,1,Capomulin
p438,20,52.9052986063,0,Ceftamin
o795,20,60.610059159799995,3,Placebo
y865,20,52.361982411599996,1,Ceftamin
x773,20,49.7397128983,3,Placebo
w193,20,50.005138074499996,0,Infubinol
j365,20,50.939352777399996,1,Zoniferol
q483,20,50.2398558011,1,Ceftamin
j119,20,48.1582093856,1,Capomulin
e476,20,55.249272955100004,0,Infubinol
w167,20,57.548156688999995,0,Placebo
q582,20,51.1859764799,2,Placebo
p136,20,54.9137985665,1,Zoniferol
w584,20,53.3235074308,1,Infubinol
b487,20,53.4276634446,0,Ceftamin
y478,20,56.8488501637,1,Placebo
g316,20,45.933322187899996,1,Capomulin
a203,20,55.173336477700005,1,Infubinol
o287,20,50.8561407771,2,Ceftamin
j246,20,44.020370085500005,0,Capomulin
j235,20,52.942901685699994,1,Placebo
m550,20,53.7579447558,3,Ketapril
a818,20,54.8346244991,0,Naftisol
i901,20,55.9744050244,0,Stelasyn
v923,20,39.6482956778,0,Capomulin
c758,20,43.1263113953,1,Ramicane
v295,20,55.731375354899996,3,Naftisol
k862,20,57.057848183500006,1,Stelasyn
z578,20,36.890016346799996,0,Ramicane
o331,20,58.9657204314,1,Ketapril
g791,20,41.2118970031,0,Ramicane
w697,20,54.2280909812,3,Stelasyn
c819,20,49.7624147548,1,Ketapril
k403,20,32.9977285776,1,Ramicane
m133,20,52.636882487,1,Naftisol
j984,20,54.37251566689999,1,Stelasyn
c832,20,56.7102335288,1,Ketapril
q597,20,41.9255865973,0,Ramicane
t565,20,39.0702137997,0,Capomulin
c402,20,54.883320442700004,2,Stelasyn
h333,20,51.997806181099996,2,Stelasyn
k510,20,52.105573819300005,1,Stelasyn
o973,20,51.9569930962,1,Ketapril
l700,20,50.7347681083,1,Naftisol
p981,20,50.3580694704,0,Stelasyn
m650,20,56.7779387968,2,Ketapril
j989,20,41.6353442608,1,Ramicane
b879,20,53.9834356818,1,Stelasyn
g107,20,62.7060314471,0,Ketapril
a644,20,45.8650646108,0,Ramicane
y793,20,40.7164281529,2,Capomulin
i557,20,43.9678951624,0,Capomulin
e291,20,52.533764786999996,1,Naftisol
c580,20,55.575321945,2,Ketapril
k382,20,57.8243507069,2,Ketapril
w422,20,53.676243359,1,Ketapril
s508,20,35.9286508321,0,Ramicane
e584,20,50.344920952799995,2,Naftisol
x264,20,53.074269727,1,Naftisol
e213,20,52.6137628852,2,Naftisol
r921,20,44.136315884700004,0,Ramicane
j755,20,55.49660752810001,1,Naftisol
e662,20,44.0012957974,0,Ramicane
r701,20,54.114137417799995,0,Naftisol
y260,20,50.7295817393,3,Ketapril
i177,20,35.345361359099996,0,Ramicane
r811,20,40.772802703400004,0,Ramicane
s565,20,57.0461891185,1,Stelasyn
m546,20,36.7122953532,0,Ramicane
a366,20,57.2859874161,0,Stelasyn
t724,20,57.229409142799994,0,Naftisol
p387,20,56.5876167975,0,Stelasyn
v289,20,54.2500539748,0,Ketapril
h246,20,57.9359121766,1,Ketapril
l725,20,59.615154796800006,2,Naftisol
z969,20,57.8987782255,2,Naftisol
w540,20,50.6727274492,2,Stelasyn
i334,20,39.6878316954,0,Ramicane
v835,20,51.296542658999996,2,Naftisol
a444,20,41.714618737100004,0,Ramicane
t451,20,51.063677928999994,0,Stelasyn
a492,20,53.677192528199996,0,Stelasyn
g288,20,42.9571200134,1,Capomulin
x402,20,50.4147504143,2,Stelasyn
n923,20,52.599206108000004,1,Ketapril
i738,20,38.5311363449,0,Capomulin
n364,20,37.4788684978,0,Ramicane
f234,20,51.11271292560001,2,Stelasyn
m601,20,34.2557316964,1,Capomulin
f993,20,52.0795100926,1,Naftisol
c458,20,39.505135082399995,2,Ramicane
u196,20,46.1053630289,1,Ramicane
a411,20,38.0873731814,1,Ramicane
x930,20,52.5560657478,0,Naftisol
u327,20,53.189879068100005,0,Ketapril
q610,20,46.5854334737,0,Ramicane
b559,20,55.654455716899996,1,Naftisol
j913,20,42.168341324699995,0,Ramicane
v603,20,53.7212419313,0,Ketapril
g497,20,55.0969935585,1,Ketapril
z795,20,53.2806571743,1,Naftisol
a520,20,35.9477451367,0,Ramicane
d474,20,51.731494160299995,0,Ketapril
d251,20,37.6520908462,1,Ramicane
s710,20,42.629962657600004,1,Capomulin
r604,20,51.9027529201,1,Naftisol
x401,20,36.065834708000004,0,Capomulin
m269,20,61.1458663804,0,Stelasyn
a963,20,51.4637344829,0,Stelasyn
p189,20,56.5302044709,3,Ketapril
g989,20,54.6576500822,1,Stelasyn
g989,20,54.6576500822,1,Propriva
n304,20,49.2533086334,1,Naftisol
u149,25,52.9253484646,0,Ceftamin
x264,25,56.8910528277,2,Naftisol
l725,25,65.008828889,2,Naftisol
i177,25,34.082180303099996,1,Ramicane
l471,25,52.8475589322,1,Ceftamin
r944,25,41.0869910555,1,Capomulin
v295,25,57.6918591767,3,Naftisol
x930,25,53.726101300699995,0,Naftisol
c927,25,56.5455194684,2,Propriva
a520,25,36.5585812854,1,Ramicane
y865,25,57.173538463,2,Ceftamin
b559,25,57.043669290699995,1,Naftisol
m546,25,37.4444454297,0,Ramicane
v991,25,60.016747332799994,2,Propriva
l700,25,54.234501806400004,1,Naftisol
w167,25,61.868576732,0,Placebo
s710,25,43.0604087491,1,Capomulin
n304,25,53.970859244799996,2,Naftisol
k210,25,54.613972794300004,0,Ceftamin
p438,25,54.510574925,0,Ceftamin
x581,25,51.9352831811,3,Ceftamin
q582,25,51.9682105622,2,Placebo
r604,25,52.9368581162,1,Naftisol
j119,25,42.4171658876,1,Capomulin
l490,25,55.810033590799996,2,Ceftamin
q483,25,52.4300664882,1,Ceftamin
a275,25,53.5760641671,1,Ceftamin
a818,25,56.9662733232,0,Naftisol
l733,25,54.951668263500004,1,Ceftamin
o287,25,52.0684864185,3,Ceftamin
z969,25,63.1456521274,2,Naftisol
m133,25,54.0824366171,2,Naftisol
t565,25,37.3422097633,0,Capomulin
l509,25,44.006257018,2,Capomulin
o795,25,65.7417772276,4,Placebo
t724,25,59.826067973,1,Naftisol
b759,25,55.0836323492,0,Ceftamin
b487,25,56.0577490854,1,Ceftamin
u196,25,46.7053253976,1,Ramicane
r701,25,57.89848998,1,Naftisol
y478,25,57.8269759771,1,Placebo
x773,25,51.1044210864,3,Placebo
x822,25,54.0413332582,2,Ceftamin
o809,25,52.3181740669,1,Infubinol
i557,25,44.59621854270001,0,Capomulin
p136,25,56.2814765233,1,Zoniferol
c559,25,54.555441683000005,2,Zoniferol
m269,25,64.8930197554,0,Stelasyn
a788,25,56.7702802971,1,Zoniferol
x401,25,36.617120313499996,0,Capomulin
a963,25,52.1298037405,0,Stelasyn
l897,25,45.3546791646,0,Capomulin
s337,25,50.9706888979,2,Zoniferol
b313,25,55.7451462776,1,Zoniferol
j989,25,39.9341124852,1,Ramicane
q511,25,57.2575828717,0,Zoniferol
t451,25,55.527553445200006,0,Stelasyn
c302,25,55.0762285293,3,Zoniferol
o926,25,54.7633385212,3,Zoniferol
p981,25,52.5447048014,1,Stelasyn
c264,25,56.966768764099996,2,Zoniferol
d251,25,38.0975132842,1,Ramicane
w540,25,52.600269551800004,2,Stelasyn
j365,25,51.810320400600006,1,Zoniferol
j913,25,37.8606693634,0,Ramicane
a411,25,38.7014384033,1,Ramicane
k894,25,52.3258383266,2,Zoniferol
g296,25,55.6701066045,3,Zoniferol
w914,25,40.2919166099,0,Capomulin
q610,25,40.146450191599996,0,Ramicane
w575,25,58.5873216927,1,Zoniferol
h333,25,53.7309143434,2,Stelasyn
m601,25,33.1187560745,1,Capomulin
q633,25,55.6831017,1,Zoniferol
f234,25,52.178602209,2,Stelasyn
f545,25,60.2534813862,1,Zoniferol
x402,25,52.4317366358,2,Stelasyn
a401,25,54.2098355061,3,Zoniferol
a492,25,54.70122868399999,1,Stelasyn
a444,25,42.2913943669,0,Ramicane
c458,25,37.7531496418,2,Ramicane
z795,25,57.9470998402,2,Naftisol
g989,25,56.0455635335,1,Stelasyn
g989,25,56.0455635335,1,Propriva
s185,25,33.9499403692,0,Capomulin
a366,25,59.0117281702,0,Stelasyn
s187,25,56.4852198404,1,Propriva
s565,25,58.5536107924,1,Stelasyn
r921,25,42.655340893099996,1,Ramicane
o302,25,60.517102525,0,Placebo
g570,25,56.8494055954,1,Propriva
j755,25,58.055818216400006,1,Naftisol
e213,25,55.224476148,2,Naftisol
t718,25,55.876587873999995,3,Placebo
u364,25,35.5036155664,2,Capomulin
g558,25,55.754082566,2,Propriva
e584,25,51.3864190841,2,Naftisol
e291,25,55.1389525025,2,Naftisol
a644,25,41.481224077600004,0,Ramicane
o562,25,54.742733155500005,1,Propriva
r811,25,37.6140106808,0,Ramicane
r107,25,57.70666715390001,1,Propriva
p387,25,58.098489458500005,0,Stelasyn
i635,25,52.9288232312,1,Propriva
w350,25,52.8059151802,1,Propriva
k403,25,33.4645773532,1,Ramicane
j984,25,57.0643547939,1,Stelasyn
p310,25,55.3418341569,2,Propriva
a897,25,56.4133197742,3,Placebo
a699,25,51.8463814709,0,Propriva
w697,25,57.610394297,3,Stelasyn
c402,25,58.269888527,2,Stelasyn
b742,25,38.617684334699995,0,Capomulin
k862,25,58.719297297299995,2,Stelasyn
t198,25,56.184663987,3,Propriva
c758,25,43.602267302600005,1,Ramicane
c757,25,57.106418205,2,Placebo
s141,25,53.8043703838,1,Propriva
i901,25,56.5751949982,0,Stelasyn
b879,25,56.4699874382,2,Stelasyn
v923,25,40.1564126858,1,Capomulin
y769,25,58.3359590128,3,Ceftamin
g791,25,35.5693993504,1,Ramicane
c282,25,56.292200388000005,1,Placebo
s121,25,55.65068131899999,2,Infubinol
g107,25,64.6636257923,0,Ketapril
k804,25,55.6748079834,1,Infubinol
w151,25,51.8690586965,2,Ceftamin
d474,25,54.2793246201,0,Ketapril
e227,25,60.600291685600006,1,Placebo
m550,25,57.620682368999994,4,Ketapril
r554,25,33.893345148499996,3,Capomulin
f345,25,53.078894402799996,0,Infubinol
c139,25,61.4619697626,0,Infubinol
g288,25,42.368692385,1,Capomulin
p189,25,62.108959561300004,3,Ketapril
g497,25,57.524446106199996,2,Ketapril
g316,25,46.8092246925,1,Capomulin
y260,25,54.437561723,4,Ketapril
c895,25,57.5341928813,2,Infubinol
i334,25,38.2488173201,1,Ramicane
h246,25,59.5488536968,1,Ketapril
k483,25,57.4320073076,2,Infubinol
z578,25,37.4141141905,0,Ramicane
c766,25,58.214624371999996,3,Placebo
a577,25,54.38093153810001,2,Infubinol
c819,25,51.8283570592,1,Ketapril
q597,25,42.5757070942,1,Ramicane
c832,25,58.8918164429,2,Ketapril
i669,25,53.3031845548,2,Placebo
a685,25,51.93995092270001,0,Infubinol
a262,25,60.1318621679,2,Placebo
m650,25,62.2535969021,2,Ketapril
y163,25,56.1763845158,1,Infubinol
n671,25,56.174457851099994,0,Infubinol
v289,25,56.7200954451,0,Ketapril
b128,25,43.262144827700006,1,Capomulin
m957,25,37.695431538200005,1,Capomulin
o973,25,53.179814707700004,1,Ketapril
n763,25,53.4058705293,2,Placebo
o331,25,61.102305748199996,1,Ketapril
j296,25,55.76714817,3,Ceftamin
q132,25,52.780489297200006,4,Infubinol
w584,25,55.6508379117,1,Infubinol
j246,25,44.5552259519,0,Capomulin
e476,25,57.4086380039,0,Infubinol
c580,25,56.2890623117,2,Ketapril
u327,25,56.0596340925,0,Ketapril
i386,25,56.68786391770001,3,Infubinol
s152,25,64.1191421308,2,Placebo
w422,25,56.9579171512,2,Ketapril
v603,25,56.0752300146,1,Ketapril
a251,25,57.4146456985,1,Infubinol
l661,25,53.180656782700005,2,Ceftamin
k382,25,59.503903917799995,3,Ketapril
i738,25,34.9734376085,0,Capomulin
n923,25,56.85546497520001,2,Ketapril
e662,25,44.6645943219,1,Ramicane
n364,25,33.2050082421,0,Ramicane
q787,25,52.713187855200005,2,Placebo
y793,25,38.992733904,2,Capomulin
z581,25,54.3164068167,2,Infubinol
s508,25,36.3385689369,0,Ramicane
a203,25,56.7932083242,1,Infubinol
m650,30,64.90188754729999,3,Ketapril
n763,30,55.41365960979999,3,Placebo
z578,30,37.8159348669,0,Ramicane
c758,30,44.1182702761,1,Ramicane
v923,30,40.7522162629,2,Capomulin
k862,30,60.605439789799995,3,Stelasyn
g570,30,60.3287170509,1,Propriva
e584,30,54.9844076668,3,Naftisol
t198,30,56.9249743083,3,Propriva
s141,30,55.841410065,1,Propriva
c139,30,64.1498707741,1,Infubinol
w422,30,60.0966346716,3,Ketapril
b742,30,39.1679494956,0,Capomulin
i557,30,45.2613838113,0,Capomulin
u364,30,35.9783343964,2,Capomulin
g316,30,44.221479879600004,2,Capomulin
r921,30,43.4193807663,1,Ramicane
m550,30,60.8565427184,4,Ketapril
e213,30,56.458728642299995,3,Naftisol
a203,30,59.5231972822,1,Infubinol
a644,30,37.2111206315,0,Ramicane
j755,30,60.0072097835,1,Naftisol
r107,30,58.406472558500006,1,Propriva
p387,30,63.2692455226,0,Stelasyn
c895,30,60.9697113308,2,Infubinol
r811,30,38.242066388699996,0,Ramicane
c580,30,58.0465694091,3,Ketapril
f345,30,54.3637973094,1,Infubinol
o302,30,62.03059364479999,1,Placebo
e662,30,45.350232415600004,1,Ramicane
b879,30,60.9076148061,2,Stelasyn
s565,30,63.6689667821,1,Stelasyn
t718,30,57.7041137204,3,Placebo
g558,30,58.9528291072,3,Propriva
c757,30,60.0985718432,2,Placebo
i901,30,60.5918575471,0,Stelasyn
i635,30,53.5970381963,2,Propriva
s187,30,60.00878262649999,2,Propriva
c402,30,63.7431942843,2,Stelasyn
a699,30,54.37934505,0,Propriva
c264,30,57.823915560699994,2,Zoniferol
p136,30,57.0528054555,1,Zoniferol
g497,30,61.1081859982,2,Ketapril
d251,30,38.718256383800004,2,Ramicane
r554,30,32.6806545885,3,Capomulin
j365,30,54.4048817649,1,Zoniferol
z581,30,56.2867499051,2,Infubinol
a492,30,56.201041043500005,1,Stelasyn
a444,30,42.786278345700005,0,Ramicane
q787,30,55.0362062491,2,Placebo
a401,30,55.9101615864,3,Zoniferol
f545,30,65.8939860721,1,Zoniferol
x402,30,54.3515846335,3,Stelasyn
f234,30,56.873816543100006,2,Stelasyn
a251,30,59.8612412853,1,Infubinol
q633,30,58.0572525749,1,Zoniferol
c458,30,38.342008229899996,2,Ramicane
v603,30,57.99055377609999,1,Ketapril
j246,30,38.044082019,1,Capomulin
w575,30,60.1530652379,1,Zoniferol
w914,30,40.99311013,0,Capomulin
q610,30,40.6683425615,1,Ramicane
i386,30,59.1336402878,3,Infubinol
m601,30,31.758274905100002,1,Capomulin
k894,30,54.400122789300006,3,Zoniferol
u327,30,57.3140723863,0,Ketapril
g296,30,57.997706416599996,3,Zoniferol
j913,30,34.7572404559,0,Ramicane
q132,30,54.65654872100001,4,Infubinol
i334,30,39.0055543531,1,Ramicane
x401,30,32.915291864000004,0,Capomulin
o809,30,54.832628797299996,1,Infubinol
c559,30,57.146143883,2,Zoniferol
o331,30,66.3306634729,1,Ketapril
a897,30,59.9169344271,3,Placebo
a577,30,57.0318618675,2,Infubinol
j984,30,61.2405057258,1,Stelasyn
q597,30,43.339161229300004,1,Ramicane
k403,30,31.0994975278,1,Ramicane
w350,30,55.8799089617,1,Propriva
c832,30,60.4963757866,2,Ketapril
s185,30,32.959670775999996,1,Capomulin
w584,30,58.2684424837,1,Infubinol
y163,30,59.41253724,2,Infubinol
g989,30,59.0822939412,1,Stelasyn
g989,30,59.0822939412,1,Propriva
h333,30,55.4552897489,2,Stelasyn
a262,30,64.9580917839,3,Placebo
w697,30,60.7206359101,3,Stelasyn
p981,30,56.3391043173,1,Stelasyn
c302,30,57.419743886999996,3,Zoniferol
t451,30,59.2758226844,0,Stelasyn
k483,30,59.747077081899995,2,Infubinol
q511,30,59.364353504499995,1,Zoniferol
o973,30,57.7699595186,1,Ketapril
l897,30,39.3527920101,1,Capomulin
j989,30,34.6717810711,1,Ramicane
g288,30,42.8744605586,1,Capomulin
s337,30,52.747717676099995,3,Zoniferol
a963,30,53.4016673771,1,Stelasyn
k804,30,59.24061511359999,2,Infubinol
